,state_abbrev,county,latitude,longitude
1306,MI,Sanilac,43.449155,–82.642815
1307,MI,Schoolcraft,46.020758,–86.199352
1308,MI,Shiawassee,42.951545,–84.146352
1309,MI,Tuscola,43.487902,–83.436618
1310,MI,Van Buren,42.283986,–86.305697
1311,MI,Washtenaw,42.252327,–83.844634
1312,MI,Wayne,42.284664,–83.261953
1313,MI,Wexford,44.331375,–85.570046
1314,MN,Aitkin,46.602446,–93.419760
1315,MN,Anoka,45.27411,–93.242723
1316,MN,Becker,46.937629,–95.741757
1317,MN,Beltrami,47.878825,–94.986698
1318,MN,Benton,45.701227,–94.001440
1319,MN,Big Stone,45.419925,–96.402226
1320,MN,Blue Earth,44.038225,–94.064071
1321,MN,Brown,44.246542,–94.733647
1322,MN,Carlton,46.603818,–92.671044
1323,MN,Carver,44.821381,–93.800575
1324,MN,Cass,46.951427,–94.333773
1325,MN,Chippewa,45.028625,–95.564108
1326,MN,Chisago,45.505444,–92.903849
1327,MN,Clay,46.898377,–96.494901
1328,MN,Clearwater,47.575873,–95.371117
1329,MN,Cook,47.538571,–90.290190
1330,MN,Cottonwood,44.010711,–95.183130
1331,MN,Crow Wing,46.491114,–94.071213
1332,MN,Dakota,44.670893,–93.062481
1333,MN,Dodge,44.020706,–92.869353
1334,MN,Douglas,45.936429,–95.460610
1335,MN,Faribault,43.676522,–93.947234
1336,MN,Fillmore,43.67727,–92.093681
1337,MN,Freeborn,43.674202,–93.350289
1338,MN,Goodhue,44.406178,–92.716000
1339,MN,Grant,45.930743,–96.010699
1340,MN,Hennepin,45.006064,–93.475185
1341,MN,Houston,43.66699,–91.501556
1342,MN,Hubbard,47.095551,–94.913290
1343,MN,Isanti,45.562431,–93.296339
1344,MN,Itasca,47.490843,–93.613128
1345,MN,Jackson,43.673025,–95.149704
1346,MN,Kanabec,45.94776,–93.297788
1347,MN,Kandiyohi,45.152714,–95.004981
1348,MN,Kittson,48.77604,–96.780349
1349,MN,Koochiching,48.24549,–93.782842
1350,MN,Lac qui Parle,44.999855,–96.176836
1351,MN,Lake,47.517111,–91.411704
1352,MN,Lake of the Woods,48.7681,–94.904634
1353,MN,Le Sueur,44.373397,–93.730180
1354,MN,Lincoln,44.408238,–96.272032
1355,MN,Lyon,44.409195,–95.847268
1356,MN,McLeod,44.821644,–94.272320
1357,MN,Mahnomen,47.325842,–95.810703
1358,MN,Marshall,48.362728,–96.357761
1359,MN,Martin,43.677118,–94.537198
1360,MN,Meeker,45.123156,–94.527346
1361,MN,Mille Lacs,45.929043,–93.632996
1362,MN,Morrison,46.020484,–94.266619
1363,MN,Mower,43.666249,–92.759514
1364,MN,Murray,44.015594,–95.761581
1365,MN,Nicollet,44.35882,–94.245685
1366,MN,Nobles,43.677686,–95.763132
1367,MN,Norman,47.32947,–96.463807
1368,MN,Olmsted,44.00343,–92.406722
1369,MN,Otter Tail,46.405725,–95.714578
1370,MN,Pennington,48.069247,–96.037725
1371,MN,Pine,46.10094,–92.763094
1372,MN,Pipestone,44.015361,–96.257015
1373,MN,Polk,47.774254,–96.400027
1374,MN,Pope,45.589623,–95.446705
1375,MN,Ramsey,45.01525,–93.100141
1376,MN,Red Lake,47.865487,–96.087180
1377,MN,Redwood,44.403536,–95.254242
1378,MN,Renville,44.723697,–94.955617
1379,MN,Rice,44.350943,–93.298503
1380,MN,Rock,43.669587,–96.263238
1381,MN,Roseau,48.761066,–95.821530
1382,MN,St Louis,47.583852,–92.463645
1383,MN,Scott,44.651932,–93.534553
1384,MN,Sherburne,45.443171,–93.775092
1385,MN,Sibley,44.575734,–94.230123
1386,MN,Stearns,45.555235,–94.610482
1387,MN,Steele,44.015261,–93.220453
1388,MN,Stevens,45.593461,–95.992315
1389,MN,Swift,45.27545,–95.690398
1390,MN,Todd,46.066569,–94.900576
1391,MN,Traverse,45.76984,–96.475049
1392,MN,Wabasha,44.289693,–92.233341
1393,MN,Wadena,46.586784,–94.988331
1394,MN,Waseca,44.01846,–93.589844
1395,MN,Washington,45.037929,–92.890117
1396,MN,Watonwan,43.978366,–94.614128
1397,MN,Wilkin,46.362335,–96.476657
1398,MN,Winona,43.982268,–91.776708
1399,MN,Wright,45.175091,–93.966397
1400,MN,Yellow Medicine,44.715736,–95.862756
1401,MS,Adams,31.486218,–91.351781
1402,MS,Alcorn,34.886648,–88.581014
1403,MS,Amite,31.203933,–90.795542
1404,MS,Attala,33.09047,–89.588622
1405,MS,Benton,34.810773,–89.200029
1406,MS,Bolivar,33.799278,–90.884476
1407,MS,Calhoun,33.936634,–89.337114
1408,MS,Carroll,33.440795,–89.918887
1409,MS,Chickasaw,33.921654,–88.945808
1410,MS,Choctaw,33.345964,–89.251332
1411,MS,Claiborne,31.97281,–90.915424
1412,MS,Clarke,32.048448,–88.685964
1413,MS,Clay,33.661734,–88.783326
1414,MS,Coahoma,34.22867,–90.603165
1415,MS,Copiah,31.866915,–90.448758
1416,MS,Covington,31.633331,–89.548897
1417,MS,DeSoto,34.874266,–89.993240
1418,MS,Forrest,31.18858,–89.259447
1419,MS,Franklin,31.477798,–90.895884
1420,MS,George,30.855431,–88.642268
1421,MS,Greene,31.212846,–88.634811
1422,MS,Grenada,33.770031,–89.802740
1423,MS,Hancock,30.391437,–89.479850
1424,MS,Harrison,30.416536,–89.083376
1425,MS,Hinds,32.267924,–90.465900
1426,MS,Holmes,33.125942,–90.091197
1427,MS,Humphreys,33.132978,–90.523911
1428,MS,Issaquena,32.754977,–90.988552
1429,MS,Itawamba,34.281075,–88.363127
1430,MS,Jackson,30.458491,–88.619991
1431,MS,Jasper,32.016989,–89.119430
1432,MS,Jefferson,31.733633,–91.043878
1433,MS,Jefferson Davis,31.564734,–89.826626
1434,MS,Jones,31.621044,–89.167262
1435,MS,Kemper,32.750136,–88.625631
1436,MS,Lafayette,34.349298,–89.485903
1437,MS,Lamar,31.197135,–89.514952
1438,MS,Lauderdale,32.403998,–88.660449
1439,MS,Lawrence,31.550009,–90.107530
1440,MS,Leake,32.753268,–89.522568
1441,MS,Lee,34.288965,–88.680887
1442,MS,Leflore,33.54979,–90.294934
1443,MS,Lincoln,31.535216,–90.453566
1444,MS,Lowndes,33.471424,–88.439723
1445,MS,Madison,32.63437,–90.034160
1446,MS,Marion,31.230126,–89.821736
1447,MS,Marshall,34.76619,–89.504231
1448,MS,Monroe,33.89003,–88.485038
1449,MS,Montgomery,33.500714,–89.639625
1450,MS,Neshoba,32.752518,–89.119274
1451,MS,Newton,32.40197,–89.118412
1452,MS,Noxubee,33.10627,–88.565787
1453,MS,Oktibbeha,33.422313,–88.876151
1454,MS,Panola,34.365205,–89.963065
1455,MS,Pearl River,30.773791,–89.586832
1456,MS,Perry,31.169307,–88.988755
1457,MS,Pike,31.177517,–90.397725
1458,MS,Pontotoc,34.227081,–89.037239
1459,MS,Prentiss,34.620866,–88.522240
1460,MS,Quitman,34.25264,–90.290525
1461,MS,Rankin,32.262057,–89.946552
1462,MS,Scott,32.427127,–89.533209
1463,MS,Sharkey,32.89249,–90.827388
1464,MS,Simpson,31.902503,–89.917707
1465,MS,Smith,32.019034,–89.494973
1466,MS,Stone,30.790184,–89.112297
1467,MS,Sunflower,33.605529,–90.595090
1468,MS,Tallahatchie,33.955891,–90.172833
1469,MS,Tate,34.649553,–89.943105
1470,MS,Tippah,34.763618,–88.918819
1471,MS,Tishomingo,34.737699,–88.236067
1472,MS,Tunica,34.652201,–90.371770
1473,MS,Union,34.489101,–89.002300
1474,MS,Walthall,31.164492,–90.103431
1475,MS,Warren,32.357005,–90.851791
1476,MS,Washington,33.273131,–90.944430
1477,MS,Wayne,31.64476,–88.682057
1478,MS,Webster,33.612048,–89.283836
1479,MS,Wilkinson,31.160249,–91.325567
1480,MS,Winston,33.078724,–89.037391
1481,MS,Yalobusha,34.030669,–89.703793
1482,MS,Yazoo,32.765675,–90.387928
1483,MO,Adair,40.190666,–92.603592
1484,MO,Andrew,39.988863,–94.803551
1485,MO,Atchison,40.431846,–95.437555
1486,MO,Audrain,39.21448,–91.843415
1487,MO,Barry,36.699378,–93.834326
1488,MO,Barton,37.500799,–94.344089
1489,MO,Bates,38.257217,–94.339246
1490,MO,Benton,38.301036,–93.287942
1491,MO,Bollinger,37.318349,–90.024601
1492,MO,Boone,38.989657,–92.310779
1493,MO,Buchanan,39.66037,–94.808173
1494,MO,Butler,36.71518,–90.403130
1495,MO,Caldwell,39.658998,–93.979179
1496,MO,Callaway,38.835966,–91.924089
1497,MO,Camden,38.031995,–92.765138
1498,MO,Cape Girardeau,37.383882,–89.684908
1499,MO,Carroll,39.427375,–93.500227
1500,MO,Carter,36.944783,–90.945626
1501,MO,Cass,38.647159,–94.354242
1502,MO,Cedar,37.733655,–93.850014
1503,MO,Chariton,39.517969,–92.961621
1504,MO,Christian,36.969739,–93.187614
1505,MO,Clark,40.407275,–91.729472
1506,MO,Clay,39.315551,–94.421502
1507,MO,Clinton,39.608723,–94.395803
1508,MO,Cole,38.506847,–92.271404
1509,MO,Cooper,38.845386,–92.812323
1510,MO,Crawford,37.966561,–91.313933
1511,MO,Dade,37.43235,–93.854878
1512,MO,Dallas,37.683583,–93.033812
1513,MO,Daviess,39.962839,–93.970053
1514,MO,DeKalb,39.894665,–94.407190
1515,MO,Dent,37.60325,–91.495916
1516,MO,Douglas,36.946517,–92.515892
1517,MO,Dunklin,36.153025,–90.062254
1518,MO,Franklin,38.408313,–91.073410
1519,MO,Gasconade,38.441183,–91.505780
1520,MO,Gentry,40.209379,–94.404110
1521,MO,Greene,37.258196,–93.340641
1522,MO,Grundy,40.112541,–93.565054
1523,MO,Harrison,40.34562,–93.992582
1524,MO,Henry,38.386491,–93.792628
1525,MO,Hickory,37.9367,–93.322835
1526,MO,Holt,40.095724,–95.219072
1527,MO,Howard,39.143365,–92.695926
1528,MO,Howell,36.774369,–91.887368
1529,MO,Iron,37.62596,–90.699627
1530,MO,Jackson,39.007233,–94.342507
1531,MO,Jasper,37.200865,–94.338869
1532,MO,Jefferson,38.257414,–90.543138
1533,MO,Johnson,38.74588,–93.805999
1534,MO,Knox,40.136776,–92.146809
1535,MO,Laclede,37.65969,–92.594832
1536,MO,Lafayette,39.068705,–93.802639
1537,MO,Lawrence,37.106135,–93.833262
1538,MO,Lewis,40.084559,–91.728803
1539,MO,Lincoln,39.058568,–90.957771
1540,MO,Linn,39.86444,–93.108019
1541,MO,Livingston,39.778587,–93.548201
1542,MO,McDonald,36.630218,–94.343956
1543,MO,Macon,39.829795,–92.564340
1544,MO,Madison,37.473235,–90.345453
1545,MO,Maries,38.162615,–91.923601
1546,MO,Marion,39.807538,–91.635379
1547,MO,Mercer,40.421414,–93.567631
1548,MO,Miller,38.21672,–92.429871
1549,MO,Mississippi,36.826264,–89.295929
1550,MO,Moniteau,38.633037,–92.583642
1551,MO,Monroe,39.49827,–92.006458
1552,MO,Montgomery,38.935162,–91.465437
1553,MO,Morgan,38.420807,–92.874835
1554,MO,New Madrid,36.594261,–89.655949
1555,MO,Newton,36.908017,–94.334741
1556,MO,Nodaway,40.360484,–94.883281
1557,MO,Oregon,36.684867,–91.402902
1558,MO,Osage,38.464254,–91.859504
1559,MO,Ozark,36.649643,–92.458580
1560,MO,Pemiscot,36.209916,–89.785942
1561,MO,Perry,37.71113,–89.802125
1562,MO,Pettis,38.727367,–93.285207
1563,MO,Phelps,37.866326,–91.790349
1564,MO,Pike,39.344178,–91.171042
1565,MO,Platte,39.378696,–94.761472
1566,MO,Polk,37.616761,–93.400817
1567,MO,Pulaski,37.824835,–92.207022
1568,MO,Putnam,40.478606,–93.014531
1569,MO,Ralls,39.553455,–91.524787
1570,MO,Randolph,39.441601,–92.492725
1571,MO,Ray,39.308401,–93.995746
1572,MO,Reynolds,37.360857,–90.969516
1573,MO,Ripley,36.648902,–90.867060
1574,MO,St Charles,38.781102,–90.674915
1575,MO,St Clair,38.039069,–93.773077
1576,MO,Ste. Genevieve,37.89018,–90.181170
1577,MO,St Francois,37.810707,–90.473868
1578,MO,St Louis,38.640702,–90.445954
1579,MO,Saline,39.13584,–93.204164
1580,MO,Schuyler,40.469361,–92.519016
1581,MO,Scotland,40.447686,–92.142824
1582,MO,Scott,37.047793,–89.568098
1583,MO,Shannon,37.15198,–91.398364
1584,MO,Shelby,39.797531,–92.088719
1585,MO,Stoddard,36.855428,–89.941735
1586,MO,Stone,36.747857,–93.467782
1587,MO,Sullivan,40.209587,–93.109783
1588,MO,Taney,36.649827,–93.042819
1589,MO,Texas,37.314257,–91.964478
1590,MO,Vernon,37.850196,–94.341597
1591,MO,Warren,38.761902,–91.159307
1592,MO,Washington,37.942315,–90.897056
1593,MO,Wayne,37.113825,–90.460868
1594,MO,Webster,37.280804,–92.876080
1595,MO,Worth,40.480482,–94.419129
1596,MO,Wright,37.267636,–92.480010
1597,MO,St Louis City,38.635699,–90.244582
1598,MT,Beaverhead,45.133863,–112.892869
1599,MT,Big Horn,45.407869,–107.518163
1600,MT,Blaine,48.428282,–108.967648
1601,MT,Broadwater,46.334476,–111.496103
1602,MT,Carbon,45.224475,–109.028551
1603,MT,Carter,45.516825,–104.515324
1604,MT,Cascade,47.316443,–111.350571
1605,MT,Chouteau,47.886837,–110.436189
1606,MT,Custer,46.261481,–105.550508
1607,MT,Daniels,48.794429,–105.541739
1608,MT,Dawson,47.272425,–104.901027
1609,MT,Deer Lodge,46.099059,–113.139108
1610,MT,Fallon,46.318184,–104.405718
1611,MT,Fergus,47.222997,–109.223280
1612,MT,Flathead,48.314696,–114.054319
1613,MT,Gallatin,45.535559,–111.173443
1614,MT,Garfield,47.281174,–106.982212
1615,MT,Glacier,48.705671,–112.990502
1616,MT,Golden Valley,46.380624,–109.174586
1617,MT,Granite,46.395358,–113.425683
1618,MT,Hill,48.628331,–110.106372
1619,MT,Jefferson,46.126557,–112.056771
1620,MT,Judith Basin,47.032558,–110.305320
1621,MT,Lake,47.642901,–114.083687
1622,MT,Lewis and Clark,47.122133,–112.382954
1623,MT,Liberty,48.559654,–111.036924
1624,MT,Lincoln,48.542232,–115.404343
1625,MT,McCone,47.629628,–105.757222
1626,MT,Madison,45.319288,–111.917328
1627,MT,Meagher,46.585706,–110.921781
1628,MT,Mineral,47.155213,–115.064550
1629,MT,Missoula,47.027263,–113.892681
1630,MT,Musselshell,46.505665,–108.436982
1631,MT,Park,45.421905,–110.532798
1632,MT,Petroleum,47.141917,–108.226575
1633,MT,Phillips,48.250155,–107.928833
1634,MT,Pondera,48.230312,–112.219928
1635,MT,Powder River,45.40889,–105.555259
1636,MT,Powell,46.844225,–112.931100
1637,MT,Prairie,46.852434,–105.375808
1638,MT,Ravalli,46.079298,–114.119065
1639,MT,Richland,47.785513,–104.563387
1640,MT,Roosevelt,48.282747,–104.995170
1641,MT,Rosebud,46.161734,–106.701953
1642,MT,Sanders,47.756469,–115.180225
1643,MT,Sheridan,48.705523,–104.533913
1644,MT,Silver Bow,45.895959,–112.660222
1645,MT,Stillwater,45.663496,–109.391752
1646,MT,Sweet Grass,45.81306,–109.941312
1647,MT,Teton,47.819035,–112.281725
1648,MT,Toole,48.645052,–111.733493
1649,MT,Treasure,46.209636,–107.280494
1650,MT,Valley,48.365713,–106.687883
1651,MT,Wheatland,46.497047,–109.857147
1652,MT,Wibaux,46.962866,–104.274466
1653,MT,Yellowstone,45.936987,–108.276656
1654,NE,Adams,40.520632,–98.500044
1655,NE,Antelope,42.183225,–98.058037
1656,NE,Arthur,41.570856,–101.697045
1657,NE,Banner,41.53975,–103.726263
1658,NE,Blaine,41.92523,–99.990771
1659,NE,Boone,41.7054,–98.066794
1660,NE,Box Butte,42.215665,–103.087821
1661,NE,Boyd,42.894448,–98.773022
1662,NE,Brown,42.34939,–99.923176
1663,NE,Buffalo,40.855226,–99.074983
1664,NE,Burt,41.854179,–96.337746
1665,NE,Butler,41.226072,–97.132040
1666,NE,Cass,40.909878,–96.140609
1667,NE,Cedar,42.604511,–97.256824
1668,NE,Chase,40.53039,–101.694192
1669,NE,Cherry,42.566985,–101.072622
1670,NE,Cheyenne,41.214236,–103.011929
1671,NE,Clay,40.523669,–98.051050
1672,NE,Colfax,41.574675,–97.089455
1673,NE,Cuming,41.915865,–96.788517
1674,NE,Custer,41.393893,–99.726866
1675,NE,Dakota,42.390456,–96.562549
1676,NE,Dawes,42.711214,–103.134872
1677,NE,Dawson,40.867378,–99.815154
1678,NE,Deuel,41.112988,–102.332604
1679,NE,Dixon,42.48528,–96.855862
1680,NE,Dodge,41.577008,–96.645853
1681,NE,Douglas,41.297091,–96.154066
1682,NE,Dundy,40.180165,–101.681133
1683,NE,Fillmore,40.52504,–97.596705
1684,NE,Franklin,40.183203,–98.962080
1685,NE,Frontier,40.530947,–100.406683
1686,NE,Furnas,40.191991,–99.909661
1687,NE,Gage,40.255234,–96.683453
1688,NE,Garden,41.659381,–102.328229
1689,NE,Garfield,41.905572,–98.922998
1690,NE,Gosper,40.509838,–99.824078
1691,NE,Grant,41.915867,–101.756875
1692,NE,Greeley,41.5676,–98.530566
1693,NE,Hall,40.866023,–98.498004
1694,NE,Hamilton,40.877145,–98.021943
1695,NE,Harlan,40.178766,–99.403418
1696,NE,Hayes,40.535786,–101.055580
1697,NE,Hitchcock,40.176896,–101.044217
1698,NE,Holt,42.459287,–98.784766
1699,NE,Hooker,41.9187,–101.116810
1700,NE,Howard,41.219403,–98.513303
1701,NE,Jefferson,40.175736,–97.143103
1702,NE,Johnson,40.395457,–96.268562
1703,NE,Kearney,40.506269,–98.948461
1704,NE,Keith,41.194404,–101.644474
1705,NE,Keya Paha,42.87548,–99.718351
1706,NE,Kimball,41.199155,–103.711105
1707,NE,Knox,42.634405,–97.891349
1708,NE,Lancaster,40.783547,–96.688658
1709,NE,Lincoln,41.050322,–100.744481
1710,NE,Logan,41.542156,–100.443665
1711,NE,Loup,41.897714,–99.509764
1712,NE,McPherson,41.596473,–101.060237
1713,NE,Madison,41.909929,–97.606856
1714,NE,Merrick,41.169801,–98.031051
1715,NE,Morrill,41.732205,–102.990599
1716,NE,Nance,41.402386,–97.991408
1717,NE,Nemaha,40.387448,–95.850954
1718,NE,Nuckolls,40.176492,–98.046842
1719,NE,Otoe,40.637992,–96.131027
1720,NE,Pawnee,40.13785,–96.245225
1721,NE,Perkins,40.856065,–101.636443
1722,NE,Phelps,40.516365,–99.406557
1723,NE,Pierce,42.271413,–97.610992
1724,NE,Platte,41.576866,–97.513467
1725,NE,Polk,41.187925,–97.570663
1726,NE,Red Willow,40.16942,–100.468576
1727,NE,Richardson,40.123743,–95.718603
1728,NE,Rock,42.413325,–99.458530
1729,NE,Saline,40.516802,–97.131755
1730,NE,Sarpy,41.115064,–96.109125
1731,NE,Saunders,41.223152,–96.640923
1732,NE,Scotts Bluff,41.851589,–103.705860
1733,NE,Seward,40.871944,–97.140383
1734,NE,Sheridan,42.507074,–102.389698
1735,NE,Sherman,41.218743,–98.972849
1736,NE,Sioux,42.483806,–103.742605
1737,NE,Stanton,41.904793,–97.174724
1738,NE,Thayer,40.173845,–97.596263
1739,NE,Thomas,41.84862,–100.506911
1740,NE,Thurston,42.154061,–96.533943
1741,NE,Valley,41.564094,–98.983484
1742,NE,Washington,41.533979,–96.224574
1743,NE,Wayne,42.210746,–97.126243
1744,NE,Webster,40.180646,–98.498590
1745,NE,Wheeler,41.937859,–98.522289
1746,NE,York,40.873056,–97.596742
1747,NV,Churchill,39.525701,–118.270419
1748,NV,Clark,36.214236,–115.013819
1749,NV,Douglas,38.905129,–119.609019
1750,NV,Elko,41.141133,–115.351424
1751,NV,Esmeralda,37.778966,–117.632382
1752,NV,Eureka,39.977788,–116.272208
1753,NV,Humboldt,41.407914,–118.127592
1754,NV,Lander,39.900211,–117.047240
1755,NV,Lincoln,37.634605,–114.863037
1756,NV,Lyon,39.022214,–119.197417
1757,NV,Mineral,38.516647,–118.416279
1758,NV,Nye,37.966379,–116.459047
1759,NV,Pershing,40.439639,–118.409477
1760,NV,Storey,39.438385,–119.524646
1761,NV,Washoe,40.703311,–119.710315
1762,NV,White Pine,39.417804,–114.900945
1763,NV,Carson City City,39.153447,–119.743442
1764,NH,Belknap,43.519109,–71.425366
1765,NH,Carroll,43.867567,–71.201665
1766,NH,Cheshire,42.925455,–72.248217
1767,NH,Coos,44.652419,–71.289383
1768,NH,Grafton,43.926488,–71.842264
1769,NH,Hillsborough,42.911643,–71.723101
1770,NH,Merrimack,43.299485,–71.680130
1771,NH,Rockingham,42.98936,–71.099437
1772,NH,Strafford,43.293177,–71.035927
1773,NH,Sullivan,43.361188,–72.222084
1774,NJ,Atlantic,39.469354,–74.633758
1775,NJ,Bergen,40.95909,–74.074522
1776,NJ,Burlington,39.875786,–74.663006
1777,NJ,Camden,39.802352,–74.961251
1778,NJ,Cape May,39.086143,–74.847716
1779,NJ,Cumberland,39.328387,–75.121644
1780,NJ,Essex,40.787217,–74.246136
1781,NJ,Gloucester,39.721019,–75.143708
1782,NJ,Hudson,40.731384,–74.078627
1783,NJ,Hunterdon,40.565283,–74.911970
1784,NJ,Mercer,40.282503,–74.703724
1785,NJ,Middlesex,40.439593,–74.407585
1786,NJ,Monmouth,40.287056,–74.152446
1787,NJ,Morris,40.858581,–74.547427
1788,NJ,Ocean,39.86585,–74.263027
1789,NJ,Passaic,41.033763,–74.300308
1790,NJ,Salem,39.573828,–75.357356
1791,NJ,Somerset,40.565522,–74.619930
1792,NJ,Sussex,41.137424,–74.691855
1793,NJ,Union,40.659871,–74.308696
1794,NJ,Warren,40.853524,–75.009542
1795,NM,Bernalillo,35.054002,–106.669065
1796,NM,Catron,33.901814,–108.392097
1797,NM,Chaves,33.361605,–104.469837
1798,NM,Cibola,34.93205,–108.000255
1799,NM,Colfax,36.612963,–104.640126
1800,NM,Curry,34.572984,–103.346055
1801,NM,De Baca,34.351429,–104.401527
1802,NM,Dona Ana,32.350912,–106.832182
1803,NM,Eddy,32.457858,–104.306471
1804,NM,Grant,32.732087,–108.381504
1805,NM,Guadalupe,34.869782,–104.784968
1806,NM,Harding,35.863152,–103.829931
1807,NM,Hidalgo,31.899658,–108.745729
1808,NM,Lea,32.795687,–103.413271
1809,NM,Lincoln,33.740941,–105.449083
1810,NM,Los Alamos,35.870047,–106.307968
1811,NM,Luna,32.184482,–107.746639
1812,NM,McKinley,35.573732,–108.255307
1813,NM,Mora,35.982841,–104.921898
1814,NM,Otero,32.588776,–105.781079
1815,NM,Quay,35.107018,–103.548071
1816,NM,Rio Arriba,36.509669,–106.693983
1817,NM,Roosevelt,34.021457,–103.482725
1818,NM,Sandoval,35.685073,–106.882618
1819,NM,San Juan,36.511625,–108.324578
1820,NM,San Miguel,35.476876,–104.803515
1821,NM,Santa Fe,35.513722,–105.966441
1822,NM,Sierra,33.119479,–107.188161
1823,NM,Socorro,33.991614,–106.939003
1824,NM,Taos,36.576529,–105.637987
1825,NM,Torrance,34.634644,–105.846836
1826,NM,Union,36.488085,–103.475723
1827,NM,Valencia,34.71684,–106.806582
1828,NY,Albany,42.588271,–73.974014
1829,NY,Allegany,42.247894,–78.026176
1830,NY,Bronx,40.848711,–73.852939
1831,NY,Broome,42.161977,–75.830291
1832,NY,Cattaraugus,42.244853,–78.681006
1833,NY,Cayuga,43.008546,–76.574587
1834,NY,Chautauqua,42.304216,–79.407595
1835,NY,Chemung,42.155281,–76.747179
1836,NY,Chenango,42.489732,–75.604905
1837,NY,Clinton,44.75271,–73.705648
1838,NY,Columbia,42.247729,–73.626805
1839,NY,Cortland,42.593824,–76.076265
1840,NY,Delaware,42.193987,–74.966728
1841,NY,Dutchess,41.755009,–73.739951
1842,NY,Erie,42.752759,–78.778192
1843,NY,Essex,44.108971,–73.777573
1844,NY,Franklin,44.594374,–74.310670
1845,NY,Fulton,43.115609,–74.423678
1846,NY,Genesee,43.00091,–78.192778
1847,NY,Greene,42.286951,–74.149495
1848,NY,Hamilton,43.657879,–74.502456
1849,NY,Herkimer,43.461635,–74.894694
1850,NY,Jefferson,43.995371,–76.053522
1851,NY,Kings,40.635133,–73.950777
1852,NY,Lewis,43.786397,–75.442617
1853,NY,Livingston,42.727485,–77.769780
1854,NY,Madison,42.910026,–75.663575
1855,NY,Monroe,43.464475,–77.664656
1856,NY,Montgomery,42.900891,–74.435358
1857,NY,Nassau,40.729687,–73.589384
1858,NY,New York,40.776557,–73.970174
1859,NY,Niagara,43.456731,–78.792143
1860,NY,Oneida,43.242727,–75.434282
1861,NY,Onondaga,43.00653,–76.196117
1862,NY,Ontario,42.856695,–77.303277
1863,NY,Orange,41.40241,–74.306252
1864,NY,Orleans,43.502287,–78.229726
1865,NY,Oswego,43.461443,–76.209258
1866,NY,Otsego,42.629776,–75.028841
1867,NY,Putnam,41.427904,–73.743882
1868,NY,Queens,40.658557,–73.837929
1869,NY,Rensselaer,42.710421,–73.513845
1870,NY,Richmond,40.563855,–74.137063
1871,NY,Rockland,41.154785,–74.024772
1872,NY,St Lawrence,44.488113,–75.074311
1873,NY,Saratoga,43.106135,–73.855387
1874,NY,Schenectady,42.817542,–74.043583
1875,NY,Schoharie,42.591294,–74.438172
1876,NY,Schuyler,42.419776,–76.938604
1877,NY,Seneca,42.782294,–76.827088
1878,NY,Steuben,42.266725,–77.385525
1879,NY,Suffolk,40.943554,–72.692218
1880,NY,Sullivan,41.720176,–74.764680
1881,NY,Tioga,42.178057,–76.297450
1882,NY,Tompkins,42.453281,–76.473712
1883,NY,Ulster,41.947232,–74.265447
1884,NY,Warren,43.555105,–73.838139
1885,NY,Washington,43.312377,–73.439428
1886,NY,Wayne,43.458758,–77.063164
1887,NY,Westchester,41.15277,–73.745912
1888,NY,Wyoming,42.701363,–78.228567
1889,NY,Yates,42.638237,–77.104324
1890,NC,Alamance,36.041974,–79.399935
1891,NC,Alexander,35.920951,–81.177467
1892,NC,Alleghany,36.489356,–81.132299
1893,NC,Anson,34.974996,–80.109959
1894,NC,Ashe,36.436305,–81.498770
1895,NC,Avery,36.072894,–81.920363
1896,NC,Beaufort,35.482313,–76.842014
1897,NC,Bertie,36.06133,–76.962367
1898,NC,Bladen,34.591949,–78.539513
1899,NC,Brunswick,34.038708,–78.227688
1900,NC,Buncombe,35.609371,–82.530426
1901,NC,Burke,35.746182,–81.706180
1902,NC,Cabarrus,35.387845,–80.552868
1903,NC,Caldwell,35.957857,–81.530076
1904,NC,Camden,36.342344,–76.162488
1905,NC,Carteret,34.858313,–76.526967
1906,NC,Caswell,36.393097,–79.332546
1907,NC,Catawba,35.663182,–81.214151
1908,NC,Chatham,35.704994,–79.251454
1909,NC,Cherokee,35.136233,–84.061308
1910,NC,Chowan,36.127288,–76.602070
1911,NC,Clay,35.052997,–83.752264
1912,NC,Cleveland,35.33463,–81.557115
1913,NC,Columbus,34.260471,–78.636378
1914,NC,Craven,35.118179,–77.082541
1915,NC,Cumberland,35.050192,–78.828719
1916,NC,Currituck,36.372174,–75.941224
1917,NC,Dare,35.606269,–75.767536
1918,NC,Davidson,35.795123,–80.206525
1919,NC,Davie,35.929356,–80.542542
1920,NC,Duplin,34.934403,–77.933543
1921,NC,Durham,36.036589,–78.877919
1922,NC,Edgecombe,35.917055,–77.602655
1923,NC,Forsyth,36.131667,–80.257289
1924,NC,Franklin,36.088241,–78.283090
1925,NC,Gaston,35.293344,–81.177256
1926,NC,Gates,36.442135,–76.702355
1927,NC,Graham,35.348111,–83.830909
1928,NC,Granville,36.299884,–78.657634
1929,NC,Greene,35.481933,–77.681667
1930,NC,Guilford,36.079065,–79.788665
1931,NC,Halifax,36.251438,–77.644842
1932,NC,Harnett,35.368635,–78.871610
1933,NC,Haywood,35.557097,–82.972807
1934,NC,Henderson,35.336424,–82.479634
1935,NC,Hertford,36.363517,–76.981616
1936,NC,Hoke,35.017233,–79.241964
