state_name,county,Sum of LA1and10,Count of CensusTract,LA County Rate,low_access_flag
Georgia,Houston,16,23,0.695652174,YES
Minnesota,Blue Earth,7,16,0.4375,NO
Minnesota,Brown,3,8,0.375,NO
Texas,San Patricio,11,16,0.6875,YES
Texas,McLennan,35,51,0.68627451,YES
Minnesota,Cass,3,10,0.3,NO
Tennessee,Bradley,13,19,0.684210526,YES
Texas,Coryell,13,19,0.684210526,YES
Minnesota,Clay,5,13,0.384615385,NO
Florida,St. Lucie,30,44,0.681818182,YES
Minnesota,Cook,1,3,0.333333333,NO
Kentucky,Boone,15,22,0.681818182,YES
Minnesota,Crow Wing,4,16,0.25,NO
Georgia,Richmond,32,47,0.680851064,YES
Minnesota,Dodge,1,5,0.2,NO
Minnesota,Douglas,4,9,0.444444444,NO
Minnesota,Faribault,1,6,0.166666667,NO
Minnesota,Fillmore,0,6,0,NO
Minnesota,Freeborn,3,10,0.3,NO
Minnesota,Goodhue,3,10,0.3,NO
Texas,Tom Green,17,25,0.68,YES
Minnesota,Hennepin,117,299,0.391304348,NO
Minnesota,Houston,2,5,0.4,NO
Florida,Escambia,48,71,0.676056338,YES
Arizona,Mohave,29,43,0.674418605,YES
Texas,Fort Bend,51,76,0.671052632,YES
Minnesota,Jackson,1,4,0.25,NO
Alabama,Coosa,2,3,0.666666667,YES
Alabama,Greene,2,3,0.666666667,YES
Alabama,Marengo,4,6,0.666666667,YES
Alaska,Valdez-Cordova,2,3,0.666666667,YES
Minnesota,Lac qui Parle,1,3,0.333333333,NO
Minnesota,Lake,1,3,0.333333333,NO
Arizona,Greenlee,2,3,0.666666667,YES
Minnesota,Le Sueur,1,6,0.166666667,NO
Minnesota,Lincoln,0,2,0,NO
Arkansas,Conway,4,6,0.666666667,YES
Arkansas,Greene,6,9,0.666666667,YES
Arkansas,Howard,2,3,0.666666667,YES
Arkansas,Johnson,4,6,0.666666667,YES
Minnesota,McLeod,3,7,0.428571429,NO
Arkansas,Lawrence,4,6,0.666666667,YES
Minnesota,Mille Lacs,1,7,0.142857143,NO
Arkansas,Monroe,2,3,0.666666667,YES
Minnesota,Mower,5,11,0.454545455,NO
Minnesota,Murray,1,3,0.333333333,NO
Arkansas,Phillips,4,6,0.666666667,YES
Arkansas,Pike,2,3,0.666666667,YES
Minnesota,Norman,1,3,0.333333333,NO
Minnesota,Olmsted,12,33,0.363636364,NO
Arkansas,Polk,4,6,0.666666667,YES
Minnesota,Pennington,2,5,0.4,NO
Arkansas,Searcy,2,3,0.666666667,YES
Minnesota,Pipestone,2,5,0.4,NO
Arkansas,Stone,2,3,0.666666667,YES
Arkansas,Yell,4,6,0.666666667,YES
Minnesota,Ramsey,47,137,0.343065693,NO
California,Glenn,4,6,0.666666667,YES
California,Sutter,14,21,0.666666667,YES
Colorado,Logan,4,6,0.666666667,YES
Minnesota,Rice,5,13,0.384615385,NO
Colorado,Rio Grande,2,3,0.666666667,YES
Florida,Calhoun,2,3,0.666666667,YES
Florida,Hamilton,2,3,0.666666667,YES
Minnesota,Sherburne,3,11,0.272727273,NO
Minnesota,Sibley,0,4,0,NO
Minnesota,St. Louis,30,66,0.454545455,NO
Minnesota,Stearns,12,29,0.413793103,NO
Minnesota,Steele,3,8,0.375,NO
Minnesota,Stevens,1,3,0.333333333,NO
Minnesota,Swift,1,4,0.25,NO
Florida,Okeechobee,8,12,0.666666667,YES
Florida,Union,2,3,0.666666667,YES
Minnesota,Wabasha,2,6,0.333333333,NO
Minnesota,Wadena,1,3,0.333333333,NO
Georgia,Dooly,2,3,0.666666667,YES
Georgia,Jasper,2,3,0.666666667,YES
Minnesota,Watonwan,0,3,0,NO
Georgia,Jeff Davis,2,3,0.666666667,YES
Minnesota,Winona,4,10,0.4,NO
Minnesota,Wright,8,17,0.470588235,NO
Georgia,Wayne,4,6,0.666666667,YES
Georgia,Wilkinson,2,3,0.666666667,YES
Mississippi,Alcorn,2,7,0.285714286,NO
Idaho,Fremont,2,3,0.666666667,YES
Mississippi,Attala,2,6,0.333333333,NO
Idaho,Gem,2,3,0.666666667,YES
Idaho,Lemhi,2,3,0.666666667,YES
Mississippi,Calhoun,0,5,0,NO
Idaho,Lewis,2,3,0.666666667,YES
Mississippi,Chickasaw,1,4,0.25,NO
Mississippi,Choctaw,0,3,0,NO
Mississippi,Claiborne,1,3,0.333333333,NO
Indiana,Bartholomew,10,15,0.666666667,YES
Iowa,Franklin,2,3,0.666666667,YES
Mississippi,Coahoma,2,7,0.285714286,NO
Iowa,Guthrie,2,3,0.666666667,YES
Mississippi,Covington,0,4,0,NO
Iowa,Hardin,4,6,0.666666667,YES
Mississippi,Forrest,7,17,0.411764706,NO
Iowa,Howard,2,3,0.666666667,YES
Mississippi,George,2,5,0.4,NO
Iowa,Madison,2,3,0.666666667,YES
Mississippi,Grenada,2,5,0.4,NO
Iowa,Mitchell,2,3,0.666666667,YES
Iowa,Wayne,2,3,0.666666667,YES
Kansas,Cherokee,4,6,0.666666667,YES
Kansas,Doniphan,2,3,0.666666667,YES
Mississippi,Humphreys,1,3,0.333333333,NO
Kansas,Greenwood,2,3,0.666666667,YES
Mississippi,Itawamba,2,5,0.4,NO
Kansas,Jackson,2,3,0.666666667,YES
Mississippi,Jasper,1,4,0.25,NO
Kansas,Nemaha,2,3,0.666666667,YES
Kansas,Phillips,2,3,0.666666667,YES
Mississippi,Jones,5,14,0.357142857,NO
Kansas,Republic,2,3,0.666666667,YES
Kansas,Sumner,4,6,0.666666667,YES
Kentucky,Bullitt,12,18,0.666666667,YES
Louisiana,Cameron,2,3,0.666666667,YES
Louisiana,Catahoula,2,3,0.666666667,YES
Louisiana,Tensas,2,3,0.666666667,YES
Mississippi,Lee,7,19,0.368421053,NO
Louisiana,West Feliciana,2,3,0.666666667,YES
Michigan,Luce,2,3,0.666666667,YES
Mississippi,Lowndes,5,14,0.357142857,NO
Michigan,Schoolcraft,2,3,0.666666667,YES
Minnesota,Aitkin,4,6,0.666666667,YES
Minnesota,Big Stone,2,3,0.666666667,YES
Mississippi,Monroe,4,9,0.444444444,NO
Minnesota,Clearwater,2,3,0.666666667,YES
Mississippi,Neshoba,1,7,0.142857143,NO
Mississippi,Newton,2,5,0.4,NO
Minnesota,Rock,2,3,0.666666667,YES
Mississippi,Jefferson Davis,2,3,0.666666667,YES
Mississippi,Lawrence,2,3,0.666666667,YES
Mississippi,Pearl River,2,9,0.222222222,NO
Mississippi,Perry,1,3,0.333333333,NO
Mississippi,Pike,3,8,0.375,NO
Mississippi,Noxubee,2,3,0.666666667,YES
Mississippi,Prentiss,2,5,0.4,NO
Mississippi,Quitman,1,3,0.333333333,NO
Mississippi,Rankin,18,27,0.666666667,YES
Mississippi,Scott,4,6,0.666666667,YES
Mississippi,Tunica,2,3,0.666666667,YES
Mississippi,Simpson,2,5,0.4,NO
Mississippi,Smith,1,3,0.333333333,NO
Mississippi,Webster,2,3,0.666666667,YES
Mississippi,Sunflower,3,7,0.428571429,NO
Mississippi,Yalobusha,2,3,0.666666667,YES
Missouri,Barton,2,3,0.666666667,YES
Mississippi,Tippah,1,4,0.25,NO
Mississippi,Tishomingo,0,4,0,NO
Missouri,Bollinger,2,3,0.666666667,YES
Mississippi,Union,2,6,0.333333333,NO
Mississippi,Walthall,1,3,0.333333333,NO
Mississippi,Warren,5,12,0.416666667,NO
Mississippi,Washington,8,19,0.421052632,NO
Mississippi,Wayne,1,4,0.25,NO
Missouri,Carroll,2,3,0.666666667,YES
Missouri,Cedar,2,3,0.666666667,YES
Missouri,Cole,10,15,0.666666667,YES
Missouri,Dallas,2,3,0.666666667,YES
Missouri,Harrison,2,3,0.666666667,YES
Missouri,Adair,2,7,0.285714286,NO
Missouri,Henry,4,6,0.666666667,YES
Missouri,Atchison,0,2,0,NO
Missouri,Howard,2,3,0.666666667,YES
Missouri,Barry,2,7,0.285714286,NO
Missouri,Johnson,6,9,0.666666667,YES
Missouri,Bates,1,4,0.25,NO
Missouri,Benton,2,6,0.333333333,NO
Missouri,Madison,2,3,0.666666667,YES
Missouri,Pulaski,6,9,0.666666667,YES
Missouri,Shelby,2,3,0.666666667,YES
Missouri,Sullivan,2,3,0.666666667,YES
Missouri,Vernon,4,6,0.666666667,YES
Montana,Beaverhead,2,3,0.666666667,YES
Missouri,Camden,4,11,0.363636364,NO
Missouri,Cape Girardeau,7,16,0.4375,NO
Montana,Custer,4,6,0.666666667,YES
Montana,Madison,2,3,0.666666667,YES
Montana,Roosevelt,2,3,0.666666667,YES
Montana,Sanders,2,3,0.666666667,YES
Missouri,Chariton,1,3,0.333333333,NO
Missouri,Christian,6,14,0.428571429,NO
Missouri,Clark,1,3,0.333333333,NO
Montana,Stillwater,2,3,0.666666667,YES
Missouri,Clinton,1,4,0.25,NO
Montana,Toole,2,3,0.666666667,YES
Montana,Valley,2,3,0.666666667,YES
Missouri,Crawford,2,6,0.333333333,NO
Nebraska,Cass,4,6,0.666666667,YES
Nebraska,Colfax,2,3,0.666666667,YES
Nebraska,Hamilton,2,3,0.666666667,YES
Nebraska,Keith,2,3,0.666666667,YES
Nebraska,Madison,6,9,0.666666667,YES
Nebraska,Phelps,2,3,0.666666667,YES
Nebraska,Richardson,2,3,0.666666667,YES
Missouri,Franklin,4,17,0.235294118,NO
Missouri,Gasconade,0,5,0,NO
Missouri,Gentry,0,2,0,NO
Missouri,Greene,23,62,0.370967742,NO
Nevada,White Pine,2,3,0.666666667,YES
New Jersey,Gloucester,42,63,0.666666667,YES
New Mexico,Luna,4,6,0.666666667,YES
Missouri,Hickory,1,3,0.333333333,NO
North Carolina,Chowan,2,3,0.666666667,YES
North Carolina,Washington,2,3,0.666666667,YES
North Dakota,Bottineau,2,3,0.666666667,YES
North Dakota,Mercer,2,3,0.666666667,YES
Missouri,Jackson,76,199,0.381909548,NO
North Dakota,Ramsey,2,3,0.666666667,YES
Ohio,Noble,2,3,0.666666667,YES
Ohio,Warren,22,33,0.666666667,YES
Oklahoma,Alfalfa,2,3,0.666666667,YES
Oklahoma,Beaver,2,3,0.666666667,YES
Missouri,Lafayette,2,7,0.285714286,NO
Oklahoma,Johnston,2,3,0.666666667,YES
Oklahoma,Kiowa,2,3,0.666666667,YES
Missouri,Lincoln,2,7,0.285714286,NO
Missouri,Linn,1,5,0.2,NO
Missouri,Livingston,2,5,0.4,NO
Oklahoma,Latimer,2,3,0.666666667,YES
Oklahoma,Pushmataha,2,3,0.666666667,YES
Missouri,Maries,0,3,0,NO
Missouri,Marion,3,8,0.375,NO
Missouri,McDonald,1,4,0.25,NO
Oklahoma,Woods,2,3,0.666666667,YES
Missouri,Miller,1,5,0.2,NO
Missouri,Mississippi,0,4,0,NO
Oregon,Baker,4,6,0.666666667,YES
Missouri,Monroe,1,3,0.333333333,NO
Oregon,Umatilla,10,15,0.666666667,YES
Missouri,Morgan,1,5,0.2,NO
Missouri,New Madrid,1,6,0.166666667,NO
Missouri,Newton,5,12,0.416666667,NO
South Dakota,Clay,2,3,0.666666667,YES
South Dakota,Day,2,3,0.666666667,YES
South Dakota,Lake,2,3,0.666666667,YES
South Dakota,Spink,2,3,0.666666667,YES
Missouri,Pemiscot,2,6,0.333333333,NO
Missouri,Perry,1,5,0.2,NO
Missouri,Pettis,4,11,0.363636364,NO
Tennessee,Chester,2,3,0.666666667,YES
Tennessee,Hardin,4,6,0.666666667,YES
Texas,Archer,2,3,0.666666667,YES
Missouri,Polk,1,4,0.25,NO
Texas,Brewster,2,3,0.666666667,YES
Texas,Brown,8,12,0.666666667,YES
Missouri,Ralls,1,3,0.333333333,NO
Texas,Calhoun,4,6,0.666666667,YES
Texas,Callahan,2,3,0.666666667,YES
Texas,Frio,2,3,0.666666667,YES
Texas,Grimes,4,6,0.666666667,YES
Texas,Hamilton,2,3,0.666666667,YES
Texas,Hopkins,6,9,0.666666667,YES
Missouri,Scotland,0,2,0,NO
Texas,Jackson,2,3,0.666666667,YES
Texas,Lamar,8,12,0.666666667,YES
Texas,Leon,2,3,0.666666667,YES
Texas,Lynn,2,3,0.666666667,YES
Missouri,St. Clair,0,3,0,NO
Missouri,St. Francois,5,11,0.454545455,NO
Texas,McCulloch,2,3,0.666666667,YES
Missouri,St. Louis City,12,106,0.113207547,NO
Texas,Stephens,2,3,0.666666667,YES
Missouri,Stoddard,1,8,0.125,NO
Missouri,Stone,2,6,0.333333333,NO
Utah,Davis,36,54,0.666666667,YES
Utah,Millard,2,3,0.666666667,YES
Virginia,Essex,2,3,0.666666667,YES
Virginia,Radford,2,3,0.666666667,YES
Missouri,Warren,1,5,0.2,NO
Washington,Ferry,2,3,0.666666667,YES
West Virginia,Braxton,2,3,0.666666667,YES
Missouri,Webster,1,8,0.125,NO
Missouri,Worth,0,1,0,NO
West Virginia,Clay,2,3,0.666666667,YES
Wisconsin,Langlade,4,6,0.666666667,YES
Wisconsin,Ozaukee,12,18,0.666666667,YES
Montana,Blaine,1,4,0.25,NO
Wisconsin,Sawyer,4,6,0.666666667,YES
Wyoming,Big Horn,2,3,0.666666667,YES
Pennsylvania,Chester,77,116,0.663793103,YES
Montana,Cascade,10,22,0.454545455,NO
Maryland,Anne Arundel,69,104,0.663461538,YES
Florida,Okaloosa,27,41,0.658536585,YES
Montana,Daniels,0,1,0,NO
Florida,Osceola,27,41,0.658536585,YES
Montana,Deer Lodge,0,3,0,NO
Tennessee,Hamilton,54,82,0.658536585,YES
Missouri,St. Charles,52,79,0.658227848,YES
Montana,Flathead,5,19,0.263157895,NO
Montana,Gallatin,8,22,0.363636364,NO
South Carolina,Greenville,73,111,0.657657658,YES
Arizona,Cochise,21,32,0.65625,YES
Illinois,McHenry,34,52,0.653846154,YES
Georgia,Coweta,13,20,0.65,YES
Missouri,Cass,13,20,0.65,YES
Montana,Jefferson,1,3,0.333333333,NO
Ohio,Clermont,26,40,0.65,YES
Montana,Lake,1,8,0.125,NO
Tennessee,Williamson,24,37,0.648648649,YES
Georgia,Carroll,11,17,0.647058824,YES
Washington,Grays Harbor,11,17,0.647058824,YES
Texas,Bell,42,65,0.646153846,YES
North Carolina,Forsyth,60,93,0.64516129,YES
Arizona,Yavapai,27,42,0.642857143,YES
Georgia,Liberty,9,14,0.642857143,YES
Montana,Missoula,9,20,0.45,NO
Illinois,Jackson,9,14,0.642857143,YES
Montana,Park,2,6,0.333333333,NO
Kansas,Riley,9,14,0.642857143,YES
Michigan,Muskegon,27,42,0.642857143,YES
Nebraska,Hall,9,14,0.642857143,YES
New Mexico,Sandoval,18,28,0.642857143,YES
Florida,Santa Rosa,16,25,0.64,YES
Georgia,Clayton,32,50,0.64,YES
Montana,Ravalli,1,10,0.1,NO
Arkansas,Pope,7,11,0.636363636,YES
Georgia,Thomas,7,11,0.636363636,YES
Idaho,Bannock,14,22,0.636363636,YES
Kansas,Crawford,7,11,0.636363636,YES
Kentucky,Hardin,14,22,0.636363636,YES
Montana,Silver Bow,3,8,0.375,NO
Louisiana,St. John the Baptist,7,11,0.636363636,YES
Mississippi,DeSoto,21,33,0.636363636,YES
Montana,Teton,1,3,0.333333333,NO
New Mexico,San Juan,21,33,0.636363636,YES
Oklahoma,Kay,7,11,0.636363636,YES
Oklahoma,Osage,7,11,0.636363636,YES
Oklahoma,Stephens,7,11,0.636363636,YES
Texas,Anderson,7,11,0.636363636,YES
Texas,Rockwall,7,11,0.636363636,YES
Virginia,James City,7,11,0.636363636,YES
Nebraska,Antelope,1,3,0.333333333,NO
New Jersey,Ocean,80,126,0.634920635,YES
Florida,Indian River,19,30,0.633333333,YES
Illinois,Tazewell,19,30,0.633333333,YES
Ohio,Richland,19,30,0.633333333,YES
Minnesota,Carver,12,19,0.631578947,YES
Mississippi,Harrison,29,46,0.630434783,YES
Nebraska,Brown,0,1,0,NO
New Jersey,Morris,63,100,0.63,YES
Nebraska,Burt,0,3,0,NO
Nebraska,Butler,1,3,0.333333333,NO
Alabama,Lee,17,27,0.62962963,YES
Florida,Martin,22,35,0.628571429,YES
Florida,Volusia,71,113,0.628318584,YES
Wisconsin,Waukesha,54,86,0.627906977,YES
Nebraska,Cheyenne,1,3,0.333333333,NO
Arizona,Pinal,47,75,0.626666667,YES
Arizona,Gila,10,16,0.625,YES
Nebraska,Cuming,0,3,0,NO
Arkansas,Arkansas,5,8,0.625,YES
Florida,Lake,35,56,0.625,YES
Idaho,Bingham,5,8,0.625,YES
Minnesota,Morrison,5,8,0.625,YES
Mississippi,Bolivar,5,8,0.625,YES
Mississippi,Lamar,5,8,0.625,YES
Nebraska,Dodge,4,9,0.444444444,NO
Nebraska,Douglas,40,156,0.256410256,NO
Mississippi,Leflore,5,8,0.625,YES
Mississippi,Oktibbeha,5,8,0.625,YES
Missouri,Callaway,5,8,0.625,YES
New York,Schoharie,5,8,0.625,YES
Ohio,Butler,50,80,0.625,YES
Oregon,Union,5,8,0.625,YES
South Dakota,Brown,5,8,0.625,YES
Nebraska,Garfield,0,1,0,NO
Tennessee,Knox,70,112,0.625,YES
Texas,Atascosa,5,8,0.625,YES
Texas,Caldwell,5,8,0.625,YES
Washington,Grant,10,16,0.625,YES
Washington,Kittitas,5,8,0.625,YES
Nebraska,Harlan,0,1,0,NO
Illinois,Lake,95,153,0.620915033,YES
Massachusetts,Plymouth,62,100,0.62,YES
Texas,Hidalgo,70,113,0.619469027,YES
Nebraska,Hooker,0,1,0,NO
Utah,Washington,13,21,0.619047619,YES
Nebraska,Jefferson,1,3,0.333333333,NO
Alaska,Kenai Peninsula,8,13,0.615384615,YES
Georgia,Newton,8,13,0.615384615,YES
Louisiana,St. Charles,8,13,0.615384615,YES
North Dakota,Ward,8,13,0.615384615,YES
Nebraska,Kimball,0,1,0,NO
Nebraska,Knox,0,3,0,NO
Nebraska,Lancaster,26,74,0.351351351,NO
Nebraska,Lincoln,3,8,0.375,NO
Nebraska,Logan,0,1,0,NO
Oklahoma,Pittsburg,8,13,0.615384615,YES
Washington,Franklin,8,13,0.615384615,YES
Arizona,Navajo,19,31,0.612903226,YES
Indiana,Elkhart,22,36,0.611111111,YES
New Mexico,Valencia,11,18,0.611111111,YES
Oregon,Benton,11,18,0.611111111,YES
Nebraska,Nemaha,0,2,0,NO
North Carolina,Union,25,41,0.609756098,YES
Nebraska,Otoe,2,5,0.4,NO
Massachusetts,Norfolk,79,130,0.607692308,YES
Arizona,Coconino,17,28,0.607142857,YES
Mississippi,Jackson,17,28,0.607142857,YES
Florida,Lee,100,166,0.602409639,YES
Arizona,Santa Cruz,6,10,0.6,YES
Nebraska,Polk,0,2,0,NO
Arkansas,Desha,3,5,0.6,YES
Arkansas,Drew,3,5,0.6,YES
Nebraska,Rock,0,1,0,NO
Arkansas,Jackson,3,5,0.6,YES
California,Colusa,3,5,0.6,YES
Colorado,La Plata,6,10,0.6,YES
Nebraska,Scotts Bluff,3,11,0.272727273,NO
Nebraska,Seward,1,4,0.25,NO
Colorado,Prowers,3,5,0.6,YES
Colorado,Pueblo,33,55,0.6,YES
Florida,St. Johns,24,40,0.6,YES
Georgia,Clarke,18,30,0.6,YES
Nebraska,Thayer,0,2,0,NO
Georgia,Colquitt,6,10,0.6,YES
Georgia,Washington,3,5,0.6,YES
Idaho,Minidoka,3,5,0.6,YES
Nebraska,Washington,2,5,0.4,NO
Illinois,Ford,3,5,0.6,YES
Illinois,Kendall,6,10,0.6,YES
Indiana,Jackson,6,10,0.6,YES
Indiana,Perry,3,5,0.6,YES
Iowa,Butler,3,5,0.6,YES
Nevada,Churchill,2,7,0.285714286,NO
Nevada,Clark,145,487,0.297741273,NO
Nevada,Douglas,7,17,0.411764706,NO
Nevada,Elko,6,14,0.428571429,NO
Iowa,Cass,3,5,0.6,YES
Iowa,Floyd,3,5,0.6,YES
Iowa,Hamilton,3,5,0.6,YES
Iowa,Henry,3,5,0.6,YES
Kansas,Allen,3,5,0.6,YES
Kansas,Bourbon,3,5,0.6,YES
Kentucky,Trigg,3,5,0.6,YES
Louisiana,Allen,3,5,0.6,YES
Louisiana,Bienville,3,5,0.6,YES
Nevada,Storey,0,1,0,NO
Nevada,Washoe,47,112,0.419642857,NO
Louisiana,Concordia,3,5,0.6,YES
New Hampshire,Belknap,3,15,0.2,NO
New Hampshire,Carroll,1,11,0.090909091,NO
New Hampshire,Cheshire,6,16,0.375,NO
New Hampshire,Coos,3,11,0.272727273,NO
New Hampshire,Grafton,3,19,0.157894737,NO
Louisiana,Grant,3,5,0.6,YES
New Hampshire,Merrimack,9,36,0.25,NO
Louisiana,Jackson,3,5,0.6,YES
New Hampshire,Strafford,10,25,0.4,NO
Louisiana,Lincoln,6,10,0.6,YES
New Jersey,Atlantic,29,69,0.420289855,NO
New Jersey,Bergen,42,179,0.234636872,NO
Louisiana,Tangipahoa,12,20,0.6,YES
New Jersey,Camden,45,127,0.354330709,NO
Minnesota,Becker,6,10,0.6,YES
New Jersey,Cumberland,13,35,0.371428571,NO
New Jersey,Essex,24,210,0.114285714,NO
Minnesota,Dakota,57,95,0.6,YES
New Jersey,Hudson,3,166,0.018072289,NO
New Jersey,Hunterdon,8,26,0.307692308,NO
New Jersey,Mercer,36,77,0.467532468,NO
New Jersey,Middlesex,72,175,0.411428571,NO
Minnesota,Waseca,3,5,0.6,YES
Mississippi,Clay,3,5,0.6,YES
Mississippi,Holmes,3,5,0.6,YES
New Jersey,Passaic,27,100,0.27,NO
New Jersey,Salem,5,24,0.208333333,NO
Missouri,Butler,6,10,0.6,YES
New Jersey,Sussex,20,41,0.487804878,NO
New Jersey,Union,24,108,0.222222222,NO
New Jersey,Warren,11,23,0.47826087,NO
New Mexico,Bernalillo,56,153,0.366013072,NO
Missouri,Cooper,3,5,0.6,YES
Missouri,Macon,3,5,0.6,YES
Missouri,Scott,6,10,0.6,YES
New Mexico,Colfax,1,3,0.333333333,NO
Missouri,Taney,6,10,0.6,YES
New Mexico,De Baca,0,1,0,NO
Missouri,Washington,3,5,0.6,YES
Montana,Carbon,3,5,0.6,YES
Montana,Lincoln,3,5,0.6,YES
Nebraska,Saunders,3,5,0.6,YES
North Carolina,New Hanover,27,45,0.6,YES
North Dakota,Morton,3,5,0.6,YES
New Mexico,Lea,7,18,0.388888889,NO
North Dakota,Pembina,3,5,0.6,YES
Ohio,Delaware,21,35,0.6,YES
Oklahoma,Pontotoc,6,10,0.6,YES
Oklahoma,Tillman,3,5,0.6,YES
South Carolina,Colleton,6,10,0.6,YES
South Carolina,Dorchester,15,25,0.6,YES
South Carolina,Fairfield,3,5,0.6,YES
South Carolina,Kershaw,9,15,0.6,YES
South Dakota,Lawrence,3,5,0.6,YES
South Dakota,Yankton,3,5,0.6,YES
Texas,Bandera,3,5,0.6,YES
Texas,Colorado,3,5,0.6,YES
New Mexico,Santa Fe,22,50,0.44,NO
Texas,Eastland,3,5,0.6,YES
Texas,Howard,6,10,0.6,YES
Texas,Reeves,3,5,0.6,YES
Texas,Robertson,3,5,0.6,YES
Texas,Tyler,3,5,0.6,YES
Texas,Van Zandt,6,10,0.6,YES
New York,Albany,31,75,0.413333333,NO
New York,Allegany,0,13,0,NO
New York,Bronx,2,339,0.005899705,NO
New York,Broome,10,55,0.181818182,NO
New York,Cattaraugus,2,21,0.095238095,NO
New York,Cayuga,2,20,0.1,NO
New York,Chautauqua,9,35,0.257142857,NO
New York,Chemung,7,22,0.318181818,NO
New York,Chenango,1,12,0.083333333,NO
New York,Clinton,7,19,0.368421053,NO
New York,Columbia,5,21,0.238095238,NO
New York,Cortland,4,12,0.333333333,NO
New York,Delaware,3,14,0.214285714,NO
New York,Dutchess,37,79,0.46835443,NO
New York,Erie,79,237,0.333333333,NO
New York,Essex,1,13,0.076923077,NO
New York,Franklin,6,14,0.428571429,NO
New York,Fulton,2,15,0.133333333,NO
New York,Genesee,1,15,0.066666667,NO
New York,Greene,2,15,0.133333333,NO
Virginia,Brunswick,3,5,0.6,YES
New York,Herkimer,6,19,0.315789474,NO
New York,Jefferson,6,26,0.230769231,NO
New York,Kings,0,760,0,NO
Virginia,Martinsville,3,5,0.6,YES
New York,Livingston,5,15,0.333333333,NO
New York,Madison,5,16,0.3125,NO
New York,Monroe,81,192,0.421875,NO
New York,Montgomery,3,16,0.1875,NO
New York,Nassau,39,280,0.139285714,NO
New York,New York,1,288,0.003472222,NO
New York,Niagara,17,61,0.278688525,NO
New York,Oneida,19,74,0.256756757,NO
New York,Onondaga,46,140,0.328571429,NO
New York,Ontario,5,25,0.2,NO
New York,Orange,38,79,0.481012658,NO
New York,Orleans,2,11,0.181818182,NO
New York,Oswego,6,29,0.206896552,NO
Virginia,Orange,3,5,0.6,YES
Virginia,Prince Edward,3,5,0.6,YES
New York,Queens,5,669,0.007473842,NO
New York,Rensselaer,15,42,0.357142857,NO
New York,Richmond,3,109,0.027522936,NO
New York,Rockland,32,65,0.492307692,NO
New York,Saratoga,17,50,0.34,NO
New York,Schenectady,20,43,0.465116279,NO
Virginia,Southampton,3,5,0.6,YES
New York,Schuyler,0,5,0,NO
New York,Seneca,3,10,0.3,NO
New York,St. Lawrence,12,28,0.428571429,NO
New York,Steuben,6,30,0.2,NO
Virginia,Sussex,3,5,0.6,YES
New York,Sullivan,2,24,0.083333333,NO
New York,Tioga,2,10,0.2,NO
New York,Tompkins,8,23,0.347826087,NO
New York,Ulster,19,47,0.404255319,NO
New York,Warren,6,19,0.315789474,NO
New York,Washington,2,17,0.117647059,NO
New York,Wayne,4,23,0.173913043,NO
New York,Westchester,57,223,0.255605381,NO
New York,Wyoming,4,11,0.363636364,NO
New York,Yates,0,5,0,NO
Wisconsin,Eau Claire,12,20,0.6,YES
North Carolina,Alexander,2,7,0.285714286,NO
North Carolina,Alleghany,0,3,0,NO
North Carolina,Anson,1,6,0.166666667,NO
North Carolina,Ashe,2,6,0.333333333,NO
North Carolina,Avery,0,5,0,NO
North Carolina,Beaufort,3,11,0.272727273,NO
Wyoming,Park,3,5,0.6,YES
Alabama,Jefferson,97,163,0.595092025,YES
North Carolina,Brunswick,14,33,0.424242424,NO
North Carolina,Buncombe,25,56,0.446428571,NO
North Carolina,Burke,8,18,0.444444444,NO
South Carolina,Spartanburg,41,69,0.594202899,YES
Indiana,Porter,19,32,0.59375,YES
North Carolina,Camden,0,2,0,NO
North Carolina,Carteret,16,38,0.421052632,NO
North Carolina,Caswell,2,6,0.333333333,NO
Georgia,Dougherty,16,27,0.592592593,YES
North Carolina,Chatham,5,13,0.384615385,NO
North Carolina,Cherokee,2,7,0.285714286,NO
Wisconsin,Racine,26,44,0.590909091,YES
North Carolina,Clay,0,2,0,NO
North Carolina,Cleveland,10,22,0.454545455,NO
North Carolina,Columbus,2,13,0.153846154,NO
North Carolina,Craven,10,21,0.476190476,NO
Minnesota,Anoka,49,83,0.590361446,YES
North Carolina,Currituck,3,8,0.375,NO
New York,Otsego,10,17,0.588235294,YES
North Carolina,Davidson,15,34,0.441176471,NO
North Carolina,Davie,3,7,0.428571429,NO
North Carolina,Duplin,3,11,0.272727273,NO
Wisconsin,Wood,10,17,0.588235294,YES
North Carolina,Edgecombe,6,14,0.428571429,NO
New Jersey,Burlington,67,114,0.587719298,YES
North Carolina,Franklin,2,12,0.166666667,NO
North Carolina,Gaston,30,65,0.461538462,NO
North Carolina,Gates,0,3,0,NO
North Carolina,Graham,0,3,0,NO
North Carolina,Granville,5,13,0.384615385,NO
North Carolina,Greene,0,4,0,NO
South Carolina,York,27,46,0.586956522,YES
North Carolina,Halifax,4,12,0.333333333,NO
North Carolina,Harnett,8,27,0.296296296,NO
North Carolina,Haywood,5,16,0.3125,NO
North Carolina,Henderson,11,27,0.407407407,NO
North Carolina,Hertford,2,5,0.4,NO
North Carolina,Hoke,2,9,0.222222222,NO
Colorado,Mesa,17,29,0.586206897,YES
North Carolina,Iredell,19,44,0.431818182,NO
